1.jpg 0 [133.73519897460938,65.8331527709961]
Fruit (8087).jpg 2 [86.34906005859375,90.28590774536133]
Fruit (8088).jpg 0 [143.9863739013672,92.19534301757812]
Fruit (8089).jpg 0 [79.46125793457031,61.7120246887207]
Fruit (8089).jpg 1 [194.60311889648438,61.234153747558594]
Fruit (8089).jpg 2 [80.3296127319336,22.579185485839844]
Fruit (8089).jpg 3 [87.87507629394531,108.07366180419922]
Fruit (8089).jpg 4 [143.6839599609375,56.6838493347168]
Fruit (8089).jpg 5 [142.2073516845703,19.616600036621094]
Fruit (809).jpg 0 [180.1255645751953,117.23676109313965]
Fruit (809).jpg 1 [141.23377990722656,148.92134141921997]
Fruit (809).jpg 2 [79.29341888427734,144.10400485992432]
Fruit (809).jpg 3 [113.95956420898438,86.16873168945312]
Fruit (809).jpg 4 [129.92376708984375,43.81764602661133]
Fruit (809).jpg 5 [205.5548858642578,140.82733249664307]
Fruit (81).jpg 0 [168.138916015625,164.5569332242012]
Fruit (81).jpg 1 [185.89181518554688,62.84334182739258]
Fruit (81).jpg 2 [236.36569213867188,109.20643043518066]
Fruit (81).jpg 3 [167.969970703125,116.97514915466309]
Fruit (81).jpg 4 [96.5650863647461,129.4079132080078]
Fruit (81).jpg 5 [65.62267303466797,45.4924201965332]
Fruit (81).jpg 6 [118.33799743652344,77.0322036743164]
Fruit (81).jpg 7 [53.8577880859375,152.16721439361572]
Fruit (81).jpg 8 [40.34089660644531,82.3889389038086]
Fruit (810).jpg 0 [180.33871459960938,169.01088438928127]
Fruit (810).jpg 1 [120.25643920898438,87.89201736450195]
Fruit (810).jpg 2 [142.7086639404297,45.40365982055664]
Fruit (810).jpg 3 [84.47309875488281,61.45487976074219]
Fruit (810).jpg 4 [193.03831481933594,53.48869323730469]
Fruit (810).jpg 5 [29.82069969177246,80.46506881713867]
Fruit (810).jpg 6 [136.3485107421875,139.1770315170288]
Fruit (810).jpg 7 [62.128265380859375,114.89189910888672]
Fruit (810).jpg 8 [166.71917724609375,97.7801399230957]
Fruit (810).jpg 9 [122.4967041015625,149.54491329193115]
Fruit (8105).jpg 0 [109.43309020996094,140.22069358825684]
Fruit (8105).jpg 1 [164.08047485351562,132.93500232696533]
Fruit (8105).jpg 2 [219.81637573242188,44.383949279785156]
Fruit (8105).jpg 3 [163.9435577392578,67.51551818847656]
Fruit (8105).jpg 4 [214.08102416992188,130.42101764678955]
Fruit (8105).jpg 5 [109.21748352050781,95.33110046386719]
Fruit (8105).jpg 6 [113.20599365234375,42.34532928466797]
Fruit (8106).jpg 0 [121.32875061035156,161.71854043006897]
Fruit (8106).jpg 1 [58.295494079589844,146.48152542114258]
Fruit (8106).jpg 2 [52.18329620361328,97.495361328125]
Fruit (8106).jpg 3 [112.08268737792969,116.71336364746094]
Fruit (8106).jpg 4 [106.67070007324219,69.55158996582031]
Fruit (8107).jpg 0 [183.71536254882812,72.860107421875]
Fruit (811).jpg 0 [132.19473266601562,81.50878143310547]
Fruit (811).jpg 1 [68.45825958251953,157.01568794250488]
Fruit (811).jpg 2 [68.53054809570312,58.53659439086914]
Fruit (811).jpg 3 [212.87416076660156,157.26259326934814]
Fruit (811).jpg 4 [141.7855987548828,140.06304264068604]
Fruit (811).jpg 5 [40.33799743652344,102.77679252624512]
Fruit (811).jpg 6 [93.80459594726562,122.18748092651367]
Fruit (811).jpg 7 [204.115478515625,53.37096405029297]
Fruit (811).jpg 8 [187.0301513671875,101.58969688415527]
Fruit (8110).jpg 0 [68.88920593261719,121.0650806427002]
Fruit (8110).jpg 1 [232.00860595703125,101.00237274169922]
Fruit (8110).jpg 2 [208.3577880859375,167.51855728030205]
Fruit (8110).jpg 3 [163.025634765625,102.08465194702148]
Fruit (8113).jpg 0 [177.88580322265625,80.14488220214844]
Fruit (8113).jpg 1 [207.2209014892578,138.56207466125488]
Fruit (8113).jpg 2 [154.63021850585938,119.31957244873047]
Fruit (8114).jpg 0 [159.0738525390625,160.62524354457855]
Fruit (8114).jpg 1 [172.84649658203125,115.19279098510742]
Fruit (8114).jpg 2 [67.63059997558594,152.34727430343628]
Fruit (812).jpg 0 [99.6482162475586,128.61080837249756]
Fruit (812).jpg 1 [143.5963897705078,160.93278741836548]
Fruit (812).jpg 2 [36.62565612792969,102.83038330078125]
Fruit (812).jpg 3 [191.3735809326172,139.78746843338013]
Fruit (812).jpg 4 [201.29034423828125,74.9507064819336]
Fruit (812).jpg 5 [144.7732696533203,52.71061325073242]
Fruit (812).jpg 6 [31.21169662475586,42.20625305175781]
Fruit (812).jpg 7 [87.67817687988281,72.33274841308594]
Fruit (8126).jpg 0 [107.32148742675781,158.71179676055908]
Fruit (8126).jpg 1 [123.77136993408203,90.51216506958008]
Fruit (8126).jpg 2 [167.22576904296875,152.05523347854614]
Fruit (8126).jpg 3 [62.91896057128906,59.5833854675293]
Fruit (8127).jpg 0 [135.1039276123047,78.46084594726562]
Fruit (8127).jpg 1 [95.33580017089844,112.28092956542969]
Fruit (8127).jpg 2 [149.8751220703125,136.62707138061523]
Fruit (8127).jpg 3 [195.64968872070312,97.34109306335449]
Fruit (8128).jpg 0 [122.44452667236328,59.94746398925781]
Fruit (8128).jpg 1 [94.27845001220703,105.63159561157227]
Fruit (8128).jpg 2 [184.27645874023438,81.4789924621582]
Fruit (8129).jpg 0 [135.1039276123047,78.46084594726562]
Fruit (8129).jpg 1 [95.33580017089844,112.28092956542969]
Fruit (8129).jpg 2 [149.8751220703125,136.62707138061523]
Fruit (8129).jpg 3 [195.64968872070312,97.34109306335449]
Fruit (813).jpg 0 [99.6482162475586,128.61080837249756]
Fruit (813).jpg 1 [143.5963897705078,160.93278741836548]
Fruit (813).jpg 2 [36.62565612792969,102.83038330078125]
Fruit (813).jpg 3 [191.3735809326172,139.78746843338013]
Fruit (813).jpg 4 [201.29034423828125,74.9507064819336]
Fruit (813).jpg 5 [144.7732696533203,52.71061325073242]
Fruit (813).jpg 6 [31.21169662475586,42.20625305175781]
Fruit (813).jpg 7 [87.67817687988281,72.33274841308594]
Fruit (8131).jpg 0 [118.1138916015625,160.04680633544922]
Fruit (8134).jpg 0 [118.1138916015625,160.04680633544922]
Fruit (8138).jpg 0 [129.47642517089844,115.5238037109375]
Fruit (8138).jpg 1 [185.2899169921875,140.89833784103394]
Fruit (8138).jpg 2 [132.16128540039062,50.063262939453125]
Fruit (8138).jpg 3 [73.36065673828125,144.87122583389282]
Fruit (8138).jpg 4 [193.57748413085938,79.33338928222656]
Fruit (8138).jpg 5 [62.193363189697266,86.24144744873047]
Fruit (8138).jpg 6 [118.7209701538086,167.56640234589577]
Fruit (814).jpg 0 [132.19473266601562,81.50878143310547]
Fruit (814).jpg 1 [68.45825958251953,157.01568794250488]
Fruit (814).jpg 2 [68.53054809570312,58.53659439086914]
Fruit (814).jpg 3 [212.87416076660156,157.26259326934814]
Fruit (814).jpg 4 [141.7855987548828,140.06304264068604]
Fruit (814).jpg 5 [40.33799743652344,102.77679252624512]
Fruit (814).jpg 6 [93.80459594726562,122.18748092651367]
Fruit (814).jpg 7 [204.115478515625,53.37096405029297]
Fruit (814).jpg 8 [187.0301513671875,101.58969688415527]
Fruit (8140).jpg 0 [166.1475830078125,100.93809700012207]
Fruit (8148).jpg 0 [183.1405487060547,63.23387908935547]
Fruit (8148).jpg 1 [148.0605010986328,101.3789005279541]
Fruit (8149).jpg 0 [183.1405487060547,63.23387908935547]
Fruit (8149).jpg 1 [148.0605010986328,101.3789005279541]
Fruit (815).jpg 0 [55.4546012878418,125.64884948730469]
Fruit (815).jpg 1 [180.30459594726562,145.81960582733154]
Fruit (815).jpg 2 [110.9211196899414,151.41420793533325]
Fruit (815).jpg 3 [239.26634216308594,99.97311782836914]
Fruit (815).jpg 4 [124.58563232421875,97.64599227905273]
Fruit (815).jpg 5 [182.22174072265625,98.1714973449707]
Fruit (815).jpg 6 [37.436988830566406,79.46743392944336]
Fruit (815).jpg 7 [142.72532653808594,53.40687561035156]
Fruit (815).jpg 8 [89.44416809082031,50.05987548828125]
Fruit (8150).jpg 0 [213.13909912109375,143.22647285461426]
Fruit (8150).jpg 1 [233.8697967529297,95.54226303100586]
Fruit (8150).jpg 2 [184.90798950195312,108.44548225402832]
Fruit (8150).jpg 3 [174.16192626953125,78.13945388793945]
Fruit (8151).jpg 0 [220.42527770996094,123.90779113769531]
Fruit (8151).jpg 1 [111.368896484375,105.14882278442383]
Fruit (8151).jpg 2 [185.76144409179688,88.40849304199219]
Fruit (8151).jpg 3 [127.95265197753906,146.46218633651733]
Fruit (8152).jpg 0 [48.13508987426758,138.3406629562378]
Fruit (8153).jpg 0 [99.63542938232422,92.01503562927246]
Fruit (8153).jpg 1 [95.80472564697266,152.41467761993408]
Fruit (8153).jpg 2 [183.1162109375,47.36723709106445]
Fruit (8153).jpg 3 [174.61013793945312,152.4976406097412]
Fruit (8153).jpg 4 [189.08853149414062,108.19662857055664]
Fruit (8154).jpg 0 [99.63542938232422,92.01503562927246]
Fruit (8154).jpg 1 [95.80472564697266,152.41467761993408]
Fruit (8154).jpg 2 [183.1162109375,47.36723709106445]
Fruit (8154).jpg 3 [174.61013793945312,152.4976406097412]
Fruit (8154).jpg 4 [189.08853149414062,108.19662857055664]
Fruit (8155).jpg 0 [111.06583404541016,63.00920104980469]
Fruit (8155).jpg 1 [182.73513793945312,122.39065933227539]
Fruit (8155).jpg 2 [131.8330535888672,119.63159561157227]
Fruit (816).jpg 0 [35.71550750732422,102.25003242492676]
Fruit (816).jpg 1 [189.74563598632812,138.59799575805664]
Fruit (816).jpg 2 [100.62667846679688,129.39058113098145]
Fruit (816).jpg 3 [143.88235473632812,159.27435612678528]
Fruit (816).jpg 4 [201.226806640625,76.69352722167969]
Fruit (816).jpg 5 [143.8752899169922,52.23834991455078]
Fruit (816).jpg 6 [87.66888427734375,77.13617706298828]
Fruit (816).jpg 7 [30.004703521728516,42.01140213012695]
Fruit (816).jpg 8 [150.146728515625,104.59735679626465]
Fruit (817).jpg 0 [55.4546012878418,125.64884948730469]
Fruit (817).jpg 1 [180.30459594726562,145.81960582733154]
Fruit (817).jpg 2 [110.9211196899414,151.41420793533325]
Fruit (817).jpg 3 [239.26634216308594,99.97311782836914]
Fruit (817).jpg 4 [124.58563232421875,97.64599227905273]
Fruit (817).jpg 5 [182.22174072265625,98.1714973449707]
Fruit (817).jpg 6 [37.436988830566406,79.46743392944336]
Fruit (817).jpg 7 [142.72532653808594,53.40687561035156]
Fruit (817).jpg 8 [89.44416809082031,50.05987548828125]
Fruit (8171).jpg 0 [216.1497802734375,40.322471618652344]
Fruit (8171).jpg 1 [237.20513916015625,111.3099536895752]
Fruit (8171).jpg 2 [105.45689392089844,106.83586883544922]
Fruit (8171).jpg 3 [177.2093505859375,141.22557163238525]
Fruit (8171).jpg 4 [172.07586669921875,86.35519790649414]
Fruit (8172).jpg 0 [216.1497802734375,40.322471618652344]
Fruit (8172).jpg 1 [237.20513916015625,111.3099536895752]
Fruit (8172).jpg 2 [105.45689392089844,106.83586883544922]
Fruit (8172).jpg 3 [177.2093505859375,141.22557163238525]
Fruit (8172).jpg 4 [172.07586669921875,86.35519790649414]
Fruit (8174).jpg 0 [143.3606414794922,92.20613861083984]
Fruit (8176).jpg 0 [143.3606414794922,92.20613861083984]
Fruit (8178).jpg 0 [137.226806640625,81.9488296508789]
Fruit (8178).jpg 1 [192.71807861328125,109.7620906829834]
Fruit (8178).jpg 2 [144.61343383789062,126.29791450500488]
Fruit (8178).jpg 3 [96.10092163085938,106.52628898620605]
Fruit (8179).jpg 0 [192.57156372070312,86.04696083068848]
Fruit (818).jpg 0 [35.71550750732422,102.25003242492676]
Fruit (818).jpg 1 [189.74563598632812,138.59799575805664]
Fruit (818).jpg 2 [100.62667846679688,129.39058113098145]
Fruit (818).jpg 3 [143.88235473632812,159.27435612678528]
Fruit (818).jpg 4 [201.226806640625,76.69352722167969]
Fruit (818).jpg 5 [143.8752899169922,52.23834991455078]
Fruit (818).jpg 6 [87.66888427734375,77.13617706298828]
Fruit (818).jpg 7 [30.004703521728516,42.01140213012695]
Fruit (818).jpg 8 [150.146728515625,104.59735679626465]
Fruit (8182).jpg 0 [185.86842346191406,163.10647809505463]
Fruit (8186).jpg 0 [71.36338806152344,90.89693832397461]
Fruit (819).jpg 0 [104.92611694335938,121.76978874206543]
Fruit (819).jpg 1 [96.84200286865234,55.479652404785156]
Fruit (819).jpg 2 [192.85157775878906,61.51486587524414]
Fruit (819).jpg 3 [191.03488159179688,130.68681716918945]
Fruit (819).jpg 4 [221.72421264648438,96.83202362060547]
Fruit (819).jpg 5 [142.63449096679688,51.86437225341797]
Fruit (819).jpg 6 [153.22698974609375,95.82825088500977]
Fruit (819).jpg 7 [147.58680725097656,146.54363346099854]
Fruit (8191).jpg 0 [182.61441040039062,100.91284942626953]
Fruit (8193).jpg 0 [81.33296966552734,110.51265335083008]
Fruit (8193).jpg 1 [70.93717956542969,59.5480842590332]
Fruit (8194).jpg 0 [60.33955383300781,117.59859085083008]
Fruit (8194).jpg 1 [111.41796875,105.52274894714355]
Fruit (8194).jpg 2 [166.581787109375,90.06396484375]
Fruit (8194).jpg 3 [40.45463180541992,65.47916793823242]
Fruit (8194).jpg 4 [102.84574127197266,62.52191162109375]
Fruit (8194).jpg 5 [164.355712890625,136.3504819869995]
Fruit (8194).jpg 6 [113.97428894042969,146.45997619628906]
Fruit (8195).jpg 0 [175.53610229492188,113.04493522644043]
Fruit (8195).jpg 1 [22.72655487060547,137.75940704345703]
Fruit (8197).jpg 0 [181.27711486816406,133.94264316558838]
Fruit (82).jpg 0 [164.03749084472656,164.42362654209137]
Fruit (82).jpg 1 [186.120361328125,60.02633285522461]
Fruit (82).jpg 2 [236.28057861328125,108.34716796875]
Fruit (82).jpg 3 [112.26846313476562,77.68408966064453]
Fruit (82).jpg 4 [64.4454345703125,44.19944381713867]
Fruit (82).jpg 5 [170.17251586914062,116.48601722717285]
Fruit (82).jpg 6 [45.16592025756836,92.23622131347656]
Fruit (820).jpg 0 [152.0885009765625,138.53676891326904]
Fruit (820).jpg 1 [160.35415649414062,47.724117279052734]
Fruit (820).jpg 2 [197.2874755859375,98.45195960998535]
Fruit (820).jpg 3 [111.70411682128906,83.03883743286133]
Fruit (820).jpg 4 [83.54178619384766,132.24895668029785]
Fruit (820).jpg 5 [36.23835372924805,99.70746612548828]
Fruit (820).jpg 6 [243.05355834960938,63.63877487182617]
Fruit (820).jpg 7 [71.29950714111328,55.4635009765625]
Fruit (820).jpg 8 [29.00901985168457,152.8707239627838]
Fruit (8200).jpg 0 [181.27711486816406,133.94264316558838]
Fruit (8202).jpg 0 [152.5888214111328,156.09139800071716]
Fruit (8202).jpg 1 [108.23564910888672,117.67398834228516]
Fruit (8203).jpg 0 [234.44482421875,123.48761940002441]
Fruit (8203).jpg 1 [151.44775390625,70.64429473876953]
Fruit (8203).jpg 2 [210.76161193847656,71.42328643798828]
Fruit (8203).jpg 3 [137.44384765625,148.6445870399475]
Fruit (8203).jpg 4 [104.68507385253906,99.87932014465332]
Fruit (8203).jpg 5 [189.07113647460938,156.54396724700928]
Fruit (8203).jpg 6 [175.86080932617188,117.7017879486084]
Fruit (821).jpg 0 [88.7933349609375,159.45255422592163]
Fruit (821).jpg 1 [61.4464111328125,124.51743507385254]
Fruit (821).jpg 2 [149.13455200195312,113.94125366210938]
Fruit (821).jpg 3 [198.62843322753906,149.68695759773254]
Fruit (821).jpg 4 [175.03160095214844,45.99964904785156]
Fruit (821).jpg 5 [115.35501098632812,72.88165664672852]
Fruit (821).jpg 6 [206.95086669921875,94.59232711791992]
Fruit (8213).jpg 0 [127.67967224121094,66.76846313476562]
Fruit (8213).jpg 1 [186.9439697265625,52.85093688964844]
Fruit (822).jpg 0 [152.0885009765625,138.53676891326904]
Fruit (822).jpg 1 [160.35415649414062,47.724117279052734]
Fruit (822).jpg 2 [197.2874755859375,98.45195960998535]
Fruit (822).jpg 3 [111.70411682128906,83.03883743286133]
Fruit (822).jpg 4 [83.54178619384766,132.24895668029785]
Fruit (822).jpg 5 [36.23835372924805,99.70746612548828]
Fruit (822).jpg 6 [243.05355834960938,63.63877487182617]
Fruit (822).jpg 7 [71.29950714111328,55.4635009765625]
Fruit (822).jpg 8 [29.00901985168457,152.8707239627838]
Fruit (8221).jpg 0 [86.66020202636719,158.159916639328]
Fruit (8222).jpg 0 [86.66020202636719,158.159916639328]
Fruit (8223).jpg 0 [149.33248901367188,143.75506496429443]
Fruit (8225).jpg 0 [121.77241516113281,103.47079086303711]
Fruit (8225).jpg 1 [180.70895385742188,75.52888107299805]
Fruit (8226).jpg 0 [155.24790954589844,159.4344059228897]
Fruit (8229).jpg 0 [121.77241516113281,103.47079086303711]
Fruit (8229).jpg 1 [180.70895385742188,75.52888107299805]
Fruit (823).jpg 0 [88.7933349609375,159.45255422592163]
Fruit (823).jpg 1 [61.4464111328125,124.51743507385254]
Fruit (823).jpg 2 [149.13455200195312,113.94125366210938]
Fruit (823).jpg 3 [198.62843322753906,149.68695759773254]
Fruit (823).jpg 4 [175.03160095214844,45.99964904785156]
Fruit (823).jpg 5 [115.35501098632812,72.88165664672852]
Fruit (823).jpg 6 [206.95086669921875,94.59232711791992]
Fruit (8230).jpg 0 [155.24790954589844,159.4344059228897]
Fruit (8233).jpg 0 [192.3404541015625,163.17326539754868]
Fruit (8233).jpg 1 [160.27345275878906,77.41833114624023]
Fruit (8233).jpg 2 [239.23733520507812,88.62160110473633]
Fruit (8233).jpg 3 [51.181312561035156,79.79803466796875]
Fruit (8235).jpg 0 [204.0838165283203,81.18468475341797]
Fruit (8235).jpg 1 [58.50453186035156,91.97959518432617]
Fruit (8236).jpg 0 [177.71771240234375,130.17751026153564]
Fruit (824).jpg 0 [73.2960205078125,121.12221145629883]
Fruit (824).jpg 1 [140.59133911132812,128.73601913452148]
Fruit (824).jpg 2 [117.19831085205078,80.33227157592773]
Fruit (824).jpg 3 [207.22824096679688,127.23704528808594]
Fruit (8247).jpg 0 [175.09487915039062,46.04343032836914]
Fruit (8247).jpg 1 [133.83729553222656,128.04658031463623]
Fruit (8248).jpg 0 [215.43927001953125,127.92440795898438]
Fruit (8248).jpg 1 [100.80979919433594,89.47713851928711]
Fruit (8249).jpg 0 [89.4343032836914,97.21787643432617]
Fruit (8249).jpg 1 [134.211669921875,57.256309509277344]
Fruit (8249).jpg 2 [172.05624389648438,109.72392845153809]
Fruit (825).jpg 0 [188.2479248046875,56.7232780456543]
Fruit (825).jpg 1 [167.99777221679688,160.4926574230194]
Fruit (825).jpg 2 [122.34054565429688,68.18415451049805]
Fruit (825).jpg 3 [116.70652770996094,122.11897850036621]
Fruit (825).jpg 4 [219.32064819335938,110.8132381439209]
Fruit (825).jpg 5 [236.44493103027344,155.82604432106018]
Fruit (825).jpg 6 [246.07833862304688,56.851348876953125]
Fruit (8250).jpg 0 [197.52999877929688,120.20814895629883]
Fruit (8250).jpg 1 [163.78378295898438,58.42112731933594]
Fruit (8250).jpg 2 [177.21035766601562,163.95087659358978]
Fruit (8250).jpg 3 [75.11833953857422,130.56036567687988]
Fruit (8250).jpg 4 [224.94729614257812,71.14661026000977]
Fruit (8250).jpg 5 [124.6556625366211,154.33775234222412]
Fruit (8250).jpg 6 [135.34097290039062,111.71892929077148]
Fruit (8251).jpg 0 [37.531944274902344,114.76120567321777]
Fruit (8251).jpg 1 [104.28096008300781,70.54621505737305]
Fruit (8251).jpg 2 [112.079345703125,133.5191707611084]
Fruit (8251).jpg 3 [181.76412963867188,75.91790771484375]
Fruit (8252).jpg 0 [180.94888305664062,145.7155351638794]
Fruit (8252).jpg 1 [124.62004089355469,165.32174019515514]
Fruit (8252).jpg 2 [130.02001953125,117.25276565551758]
Fruit (8252).jpg 3 [185.5435791015625,89.97518157958984]
Fruit (8253).jpg 0 [197.52999877929688,120.20814895629883]
Fruit (8253).jpg 1 [163.78378295898438,58.42112731933594]
Fruit (8253).jpg 2 [177.21035766601562,163.95087659358978]
Fruit (8253).jpg 3 [75.11833953857422,130.56036567687988]
Fruit (8253).jpg 4 [224.94729614257812,71.14661026000977]
Fruit (8253).jpg 5 [124.6556625366211,154.33775234222412]
Fruit (8253).jpg 6 [135.34097290039062,111.71892929077148]
Fruit (8256).jpg 0 [153.52764892578125,123.41329002380371]
Fruit (8256).jpg 1 [194.22265625,142.16572189331055]
Fruit (826).jpg 0 [188.2479248046875,56.7232780456543]
Fruit (826).jpg 1 [167.99777221679688,160.4926574230194]
Fruit (826).jpg 2 [122.34054565429688,68.18415451049805]
Fruit (826).jpg 3 [116.70652770996094,122.11897850036621]
